"ID","BENEFITPLANID"," BENEFITPLANNAME ","BENEFITPLANVERSION ","BENEFITPLANEFFECTIVEDATE ","BENEFITPLANEXPIRATIONDATE"," CDTCODE  ","CDTDESCRIPTION","LIMITATIONS                              ","INNETWORKMEMBERRESPONSIBILITY","OUTOFNETWORKMEMBERRESPONSIBILITY","PREAUTHREQUIRED","DOCUMENTATION X-RAYS REQUIRED","PEDIATRIC COPAY","ADULT COPAY","PEDIATRIC LIMITATION","ADULT LIMITATION","AI/AN PROVIDER MEMBER RESPONSIBILITY"," NON AI/AN PROVIDER MEMBER RESPONSIBILITY","MEMBER COPAYMENT GENERAL  ","MEMBER COPAYMENT  SPECIALIST","AGE LIMIT","STATUS"
"a006s000000qFIdAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7461","Removal, benign nonodontogenic cyst/tumor, greater than 1.25 cm","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIeAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7465","Destruction of lesion(s) by physical or chemical method, by report","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIfAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7510","Incision & drainage of abscess, intraoral soft tissue","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIgAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7511","Incision & drainage of abscess, intraoral soft tissue, complicated","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIhAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7520","Incision & drainage of abscess, extraoral soft tissue","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIiAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7521","Incision & drainage of abscess, extraoral soft tissue, complicated","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIjAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7530","Remove foreign body, mucosa, skin, tissue","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIkAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7540","Removal of reaction producing foreign bodies, musculoskeletal system","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIlAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7960","Frenulectomy (frenectomy or frenotomy), separate procedure","1 (D7960) every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFImAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7963","Frenuloplasty","1 (D7963) every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFInAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D9110","Palliative (emergency) treatment, minor procedure","1 (D9110) every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFIoAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D9120","Fixed partial denture sectioning","1 (D9120) every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFIpAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D9210","Local anesthesia not in conjunction, operative or surgical procedures","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIqAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D9211","Regional block anesthesia","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIrAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D9212","Trigeminal division block anesthesia","","","","","","","","","","","","","","","Item Created"
"a006s000000qFIsAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D9215","Local anesthesia in conjunction with operative or surgical procedures","","","","","","","","","","","","","","","Item Created"
"a006s000000qFItAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D9310","Consultation, other than requesting dentist","1 (D9310) every 6 months","","","","","","","","","","","","","","Item Created"
